Year,Host_country,Host_city,Country_Name,Country_Code,Gold,Silver,Bronze,Total,Population,GDP_USD,GDP_per_capita_USD
1992,Spain,Barcelona,Greece,GRE,2,0,0,2,10399061,216241000000.0,20276.54467
1992,Spain,Barcelona,Slovenia,SLO,0,0,2,2,1996498,61526331889.0,29200.81988
1992,Spain,Barcelona,Mongolia,MGL,0,0,2,2,2236494,15098022829.0,4534.918589
1992,Spain,Barcelona,Algeria,ALG,1,0,1,2,26748303,167983000000.0,3765.034625
1992,Spain,Barcelona,Lithuania,LTU,1,0,1,2,3700114,65503849705.0,23433.39091
1992,Spain,Barcelona,Estonia,EST,1,0,1,2,1533091,36262924354.0,27280.65844
1992,Spain,Barcelona,Israel,ISR,0,1,1,2,5123000,481591000000.0,51430.07968
1992,Spain,Barcelona,Namibia,NAM,0,2,0,2,1461687,12236250784.0,4729.270937
1992,Spain,Barcelona,Austria,AUT,0,2,0,2,7840709,477082000000.0,53267.93275
1992,Spain,Barcelona,South Africa,RSA,0,2,0,2,41760755,419946000000.0,6994.211654
1992,Spain,Barcelona,Argentina,ARG,0,0,1,1,33568285,491493000000.0,10729.23258
1992,Spain,Barcelona,Colombia,COL,0,0,1,1,33939039,314322000000.0,6131.225922
1992,Spain,Barcelona,Mexico,MEX,0,1,0,1,84993164,1293040000000.0,9926.422768
1992,Spain,Barcelona,Peru,PER,0,1,0,1,23047248,223249000000.0,6692.248375
1992,Spain,Barcelona,Qatar,QAT,0,0,1,1,471293,179571000000.0,61275.99827
1992,Spain,Barcelona,Thailand,THA,0,0,1,1,56939020,505982000000.0,7233.388858
1992,Spain,Barcelona,Suriname,SUR,0,0,1,1,419521,2862131980.0,4836.332633
1992,Spain,Barcelona,Malaysia,MAS,0,0,1,1,18526708,372701000000.0,11371.09902
1992,Spain,Barcelona,Ghana,GHA,0,0,1,1,16241548,77594279055.0,2445.290749
1992,Spain,Barcelona,Philippines,PHI,0,0,1,1,64543525,394086000000.0,3548.828323
1992,Spain,Barcelona,Pakistan,PAK,0,0,1,1,122375179,346343000000.0,1537.936411
1992,Spain,Barcelona,Switzerland,SUI,1,0,0,1,6875364,812867000000.0,93457.4404
1996,United States,Atlanta,United States,USA,44,32,25,101,269394000,22996100000000.0,69287.53659
1996,United States,Atlanta,Germany,GER,20,18,27,65,81914831,4223120000000.0,50801.78671
1996,United States,Atlanta,China,CHN,16,22,12,50,1217550000,17734100000000.0,12556.33312
1996,United States,Atlanta,Australia,AUS,9,9,23,41,18224767,1542660000000.0,59934.12941
1996,United States,Atlanta,France,FRA,15,7,15,37,59756533,2937470000000.0,43518.53851
1996,United States,Atlanta,Italy,ITA,13,10,12,35,56860281,2099880000000.0,35551.28499
1996,United States,Atlanta,Ukraine,UKR,9,2,12,23,51057800,200086000000.0,4835.571777
1996,United States,Atlanta,Canada,CAN,3,11,8,22,29610218,1990760000000.0,52051.35146
1996,United States,Atlanta,Hungary,HUN,7,4,10,21,10311238,182281000000.0,18772.67329
1996,United States,Atlanta,Romania,ROU,4,7,9,20,22619004,284088000000.0,14861.90917
1996,United States,Atlanta,Netherlands,NED,4,5,10,19,15530498,1018010000000.0,58061.00167
1996,United States,Atlanta,Poland,POL,7,5,5,17,38624370,674048000000.0,17840.92105
1996,United States,Atlanta,Spain,ESP,5,6,6,17,39889852,1425280000000.0,30115.70589
1996,United States,Atlanta,Brazil,BRA,3,3,9,15,166037122,1608980000000.0,7518.834284
1996,United States,Atlanta,Bulgaria,BUL,3,7,5,15,8362826,80271119426.0,11634.97102
1996,United States,Atlanta,Belarus,BLR,1,6,8,15,10159569,68218816484.0,7303.696266
1996,United States,Atlanta,Japan,JPN,3,6,5,14,125757000,4937420000000.0,39285.16311
1996,United States,Atlanta,Kazakhstan,KAZ,3,4,4,11,15578227,190814000000.0,10041.48984
1996,United States,Atlanta,Sweden,SWE,2,4,2,8,8840998,627438000000.0,60238.98656
1996,United States,Atlanta,Kenya,KEN,1,4,3,8,27615736,110347000000.0,2006.83224
1996,United States,Atlanta,Greece,GRE,4,4,0,8,10608800,216241000000.0,20276.54467
1996,United States,Atlanta,Norway,NOR,2,2,3,7,4381336,482437000000.0,89202.75054
1996,United States,Atlanta,Switzerland,SUI,4,3,0,7,7071850,812867000000.0,93457.4404
1996,United States,Atlanta,New Zealand,NZL,3,2,1,6,3732000,249992000000.0,48801.68513
1996,United States,Atlanta,Jamaica,JAM,1,3,2,6,2532894,13638230996.0,4586.650509
1996,United States,Atlanta,Nigeria,NGR,2,1,3,6,110956183,440777000000.0,2085.030765
1996,United States,Atlanta,Belgium,BEL,2,2,2,6,10156637,599879000000.0,51767.78857
1996,United States,Atlanta,Denmark,DEN,4,1,1,6,5263074,397104000000.0,67803.0471
1996,United States,Atlanta,South Africa,RSA,3,1,1,5,44661603,419946000000.0,6994.211654
1996,United States,Atlanta,Ireland,IRL,3,0,1,4,3637510,498560000000.0,99152.10257
1996,United States,Atlanta,Finland,FIN,1,2,1,4,5124573,299155000000.0,53982.61427
1996,United States,Atlanta,Indonesia,INA,1,1,2,4,201373791,1186090000000.0,4291.812554
1996,United States,Atlanta,Ethiopia,ETH,2,0,1,3,59347649,111271000000.0,943.9656842
1996,United States,Atlanta,Algeria,ALG,2,0,1,3,28984634,167983000000.0,3765.034625
1996,United States,Atlanta,Austria,AUT,0,1,2,3,7959017,477082000000.0,53267.93275
1996,United States,Atlanta,Argentina,ARG,0,2,1,3,35389362,491493000000.0,10729.23258
1996,United States,Atlanta,Morocco,MAR,0,0,2,2,26999093,132725000000.0,3496.758301
1996,United States,Atlanta,Georgia,GEO,0,0,2,2,4491699,18700241392.0,5042.385528
1996,United States,Atlanta,Trinidad and Tobago,TRI,0,0,2,2,1313434,21391802311.0,15243.12287
1996,United States,Atlanta,Uzbekistan,UZB,0,1,1,2,23225000,69238903106.0,1983.064723
1996,United States,Atlanta,Portugal,POR,1,0,1,2,10063945,249886000000.0,24262.18094
1996,United States,Atlanta,Croatia,CRO,1,1,0,2,4557097,67837788544.0,17398.76598
1996,United States,Atlanta,Thailand,THA,1,0,1,2,60211096,505982000000.0,7233.388858
1996,United States,Atlanta,Armenia,ARM,1,1,0,2,3298898,13861183874.0,4670.008798
1996,United States,Atlanta,Slovenia,SLO,0,2,0,2,1988628,61526331889.0,29200.81988
1996,United States,Atlanta,Moldova,MDA,0,1,1,2,2947293,13679221333.0,5314.531461
1996,United States,Atlanta,Malaysia,MAS,0,1,1,2,20689051,372701000000.0,11371.09902
1996,United States,Atlanta,Namibia,NAM,0,2,0,2,1650066,12236250784.0,4729.270937
1996,United States,Atlanta,Zambia,ZAM,0,1,0,1,8902019,21203059080.0,1120.630171
1996,United States,Atlanta,Philippines,PHI,0,1,0,1,70944969,394086000000.0,3548.828323
1996,United States,Atlanta,Azerbaijan,AZE,0,1,0,1,7763000,54622176471.0,5384.034998
1996,United States,Atlanta,Latvia,LAT,0,1,0,1,2457222,38872546229.0,20642.16792
1996,United States,Atlanta,Mozambique,MOZ,0,0,1,1,16079553,16095828897.0,500.4448085
1996,United States,Atlanta,Uganda,UGA,0,0,1,1,21249572,40434701517.0,858.0575127
1996,United States,Atlanta,Tunisia,TUN,0,0,1,1,9430550,46840042941.0,3924.343925
1996,United States,Atlanta,Mongolia,MGL,0,0,1,1,2357033,15098022829.0,4534.918589
1996,United States,Atlanta,Israel,ISR,0,0,1,1,5692000,481591000000.0,51430.07968
1996,United States,Atlanta,India,IND,0,0,1,1,983281218,3173400000000.0,2277.434347
1996,United States,Atlanta,Mexico,MEX,0,0,1,1,91586555,1293040000000.0,9926.422768
1996,United States,Atlanta,Lithuania,LTU,0,0,1,1,3601613,65503849705.0,23433.39091
1996,United States,Atlanta,Burundi,BDI,1,0,0,1,5930507,2902029386.0,236.7954142
1996,United States,Atlanta,Costa Rica,CRC,1,0,0,1,3656234,64282438667.0,12508.61563
1996,United States,Atlanta,Ecuador,ECU,1,0,0,1,11775221,106166000000.0,5934.875496
2000,Australia,Sydney,United States,USA,37,24,32,93,282162411,22996100000000.0,69287.53659
2000,Australia,Sydney,Australia,AUS,16,25,17,58,19028802,1542660000000.0,59934.12941
2000,Australia,Sydney,China,CHN,28,16,14,58,1262645000,17734100000000.0,12556.33312
2000,Australia,Sydney,Germany,GER,13,17,26,56,82211508,4223120000000.0,50801.78671
2000,Australia,Sydney,France,FRA,13,14,11,38,60921384,2937470000000.0,43518.53851
2000,Australia,Sydney,Italy,ITA,13,8,13,34,56942108,2099880000000.0,35551.28499
2000,Australia,Sydney,Romania,ROU,11,6,9,26,22442971,284088000000.0,14861.90917
2000,Australia,Sydney,Netherlands,NED,12,9,4,25,15925513,1018010000000.0,58061.00167
2000,Australia,Sydney,Ukraine,UKR,3,10,10,23,49176500,200086000000.0,4835.571777
2000,Australia,Sydney,Japan,JPN,5,8,5,18,126843000,4937420000000.0,39285.16311
2000,Australia,Sydney,Belarus,BLR,3,3,11,17,9979610,68218816484.0,7303.696266
2000,Australia,Sydney,Hungary,HUN,8,6,3,17,10210971,182281000000.0,18772.67329
2000,Australia,Sydney,Canada,CAN,3,3,8,14,30685730,1990760000000.0,52051.35146
2000,Australia,Sydney,Poland,POL,6,5,3,14,38258629,674048000000.0,17840.92105
2000,Australia,Sydney,Bulgaria,BUL,5,6,2,13,8170172,80271119426.0,11634.97102
2000,Australia,Sydney,Greece,GRE,4,6,3,13,10805808,216241000000.0,20276.54467
2000,Australia,Sydney,Sweden,SWE,4,5,3,12,8872109,627438000000.0,60238.98656
2000,Australia,Sydney,Brazil,BRA,0,6,6,12,175873720,1608980000000.0,7518.834284
2000,Australia,Sydney,Spain,ESP,3,3,5,11,40567864,1425280000000.0,30115.70589
2000,Australia,Sydney,Norway,NOR,4,3,3,10,4490967,482437000000.0,89202.75054
2000,Australia,Sydney,Switzerland,SUI,1,6,2,9,7184250,812867000000.0,93457.4404
2000,Australia,Sydney,Jamaica,JAM,0,6,3,9,2612205,13638230996.0,4586.650509
2000,Australia,Sydney,Ethiopia,ETH,4,1,3,8,67031867,111271000000.0,943.9656842
2000,Australia,Sydney,Kazakhstan,KAZ,3,4,0,7,14883626,190814000000.0,10041.48984
2000,Australia,Sydney,Kenya,KEN,2,3,2,7,30851606,110347000000.0,2006.83224
2000,Australia,Sydney,Denmark,DEN,2,3,1,6,5339616,397104000000.0,67803.0471
2000,Australia,Sydney,Georgia,GEO,0,0,6,6,4077131,18700241392.0,5042.385528
2000,Australia,Sydney,Indonesia,INA,1,3,2,6,214072421,1186090000000.0,4291.812554
2000,Australia,Sydney,Mexico,MEX,1,2,3,6,97873442,1293040000000.0,9926.422768
2000,Australia,Sydney,Lithuania,LTU,2,0,3,5,3499536,65503849705.0,23433.39091
2000,Australia,Sydney,Morocco,MAR,0,1,4,5,28554415,132725000000.0,3496.758301
2000,Australia,Sydney,South Africa,RSA,0,2,3,5,46813266,419946000000.0,6994.211654
2000,Australia,Sydney,Belgium,BEL,0,2,3,5,10251250,599879000000.0,51767.78857
2000,Australia,Sydney,Algeria,ALG,1,1,3,5,30774621,167983000000.0,3765.034625
2000,Australia,Sydney,Finland,FIN,2,1,1,4,5176209,299155000000.0,53982.61427
2000,Australia,Sydney,Argentina,ARG,0,2,2,4,37070774,491493000000.0,10729.23258
2000,Australia,Sydney,Uzbekistan,UZB,1,1,2,4,24650400,69238903106.0,1983.064723
2000,Australia,Sydney,New Zealand,NZL,1,0,3,4,3857700,249992000000.0,48801.68513
2000,Australia,Sydney,Azerbaijan,AZE,2,0,1,3,8048600,54622176471.0,5384.034998
2000,Australia,Sydney,Austria,AUT,2,1,0,3,8011566,477082000000.0,53267.93275
2000,Australia,Sydney,Latvia,LAT,1,1,1,3,2367550,38872546229.0,20642.16792
2000,Australia,Sydney,Nigeria,NGR,1,2,0,3,122851984,440777000000.0,2085.030765
2000,Australia,Sydney,Estonia,EST,1,0,2,3,1396985,36262924354.0,27280.65844
2000,Australia,Sydney,Thailand,THA,1,0,2,3,63066603,505982000000.0,7233.388858
2000,Australia,Sydney,Slovenia,SLO,2,0,0,2,1988925,61526331889.0,29200.81988
2000,Australia,Sydney,Moldova,MDA,0,1,1,2,2924668,13679221333.0,5314.531461
2000,Australia,Sydney,Trinidad and Tobago,TRI,0,1,1,2,1332203,21391802311.0,15243.12287
2000,Australia,Sydney,Saudi Arabia,KSA,0,1,1,2,21547390,833541000000.0,23585.88563
2000,Australia,Sydney,Portugal,POR,0,0,2,2,10289898,249886000000.0,24262.18094
2000,Australia,Sydney,Costa Rica,CRC,0,0,2,2,3979193,64282438667.0,12508.61563
2000,Australia,Sydney,Croatia,CRO,1,0,1,2,4468302,67837788544.0,17398.76598
2000,Australia,Sydney,Barbados,BAR,0,0,1,1,264657,4900800000.0,17033.93719
2000,Australia,Sydney,Armenia,ARM,0,0,1,1,3168523,13861183874.0,4670.008798
2000,Australia,Sydney,Sri Lanka,SRI,0,1,0,1,18776371,84518830393.0,3814.715219
2000,Australia,Sydney,Ireland,IRL,0,1,0,1,3805174,498560000000.0,99152.10257
2000,Australia,Sydney,Uruguay,URU,0,1,0,1,3292224,59319547636.0,17020.64864
2000,Australia,Sydney,Mozambique,MOZ,1,0,0,1,17768505,16095828897.0,500.4448085
2000,Australia,Sydney,Colombia,COL,1,0,0,1,39215135,314322000000.0,6131.225922
2000,Australia,Sydney,Cameroon,CMR,1,0,0,1,15091594,45238613480.0,1661.702105
2000,Australia,Sydney,Israel,ISR,0,0,1,1,6289000,481591000000.0,51430.07968
2000,Australia,Sydney,Iceland,ISL,0,0,1,1,281205,25458933916.0,68383.76534
2000,Australia,Sydney,India,IND,0,0,1,1,1059633675,3173400000000.0,2277.434347
2000,Australia,Sydney,Qatar,QAT,0,0,1,1,645937,179571000000.0,61275.99827
2000,Australia,Sydney,Chile,CHI,0,0,1,1,15351799,317059000000.0,16502.83857
2004,Greece,Athens,United States,USA,36,39,26,101,292805298,22996100000000.0,69287.53659
2004,Greece,Athens,China,CHN,32,17,14,63,1296075000,17734100000000.0,12556.33312
2004,Greece,Athens,Australia,AUS,17,16,17,50,19932722,1542660000000.0,59934.12941
2004,Greece,Athens,Germany,GER,13,16,20,49,82516260,4223120000000.0,50801.78671
2004,Greece,Athens,Japan,JPN,16,9,12,37,127761000,4937420000000.0,39285.16311
2004,Greece,Athens,France,FRA,11,9,13,33,62716306,2937470000000.0,43518.53851
2004,Greece,Athens,Italy,ITA,10,11,11,32,57685327,2099880000000.0,35551.28499
2004,Greece,Athens,Netherlands,NED,4,9,9,22,16281779,1018010000000.0,58061.00167
2004,Greece,Athens,Ukraine,UKR,8,5,9,22,47451626,200086000000.0,4835.571777
2004,Greece,Athens,Spain,ESP,3,11,6,20,42921895,1425280000000.0,30115.70589
2004,Greece,Athens,Romania,ROU,8,5,6,19,21451748,284088000000.0,14861.90917
2004,Greece,Athens,Hungary,HUN,8,6,3,17,10107146,182281000000.0,18772.67329
2004,Greece,Athens,Greece,GRE,6,6,4,16,10955141,216241000000.0,20276.54467
2004,Greece,Athens,Belarus,BLR,2,5,6,13,9730146,68218816484.0,7303.696266
2004,Greece,Athens,Canada,CAN,3,6,3,12,31940655,1990760000000.0,52051.35146
2004,Greece,Athens,Bulgaria,BUL,2,1,9,12,7716860,80271119426.0,11634.97102
2004,Greece,Athens,Poland,POL,3,2,5,10,38182222,674048000000.0,17840.92105
2004,Greece,Athens,Brazil,BRA,5,2,3,10,184722043,1608980000000.0,7518.834284
2004,Greece,Athens,Thailand,THA,3,1,4,8,65311166,505982000000.0,7233.388858
2004,Greece,Athens,Kazakhstan,KAZ,1,4,3,8,15012984,190814000000.0,10041.48984
2004,Greece,Athens,Denmark,DEN,2,1,5,8,5404523,397104000000.0,67803.0471
2004,Greece,Athens,Sweden,SWE,4,2,1,7,8993531,627438000000.0,60238.98656
2004,Greece,Athens,Ethiopia,ETH,2,3,2,7,75301026,111271000000.0,943.9656842
2004,Greece,Athens,Austria,AUT,2,4,1,7,8171966,477082000000.0,53267.93275
2004,Greece,Athens,Kenya,KEN,1,4,2,7,34791836,110347000000.0,2006.83224
2004,Greece,Athens,Norway,NOR,5,0,1,6,4591910,482437000000.0,89202.75054
2004,Greece,Athens,South Africa,RSA,1,3,2,6,48556071,419946000000.0,6994.211654
2004,Greece,Athens,Argentina,ARG,2,0,4,6,38668796,491493000000.0,10729.23258
2004,Greece,Athens,New Zealand,NZL,3,2,0,5,4087500,249992000000.0,48801.68513
2004,Greece,Athens,Jamaica,JAM,2,1,2,5,2664024,13638230996.0,4586.650509
2004,Greece,Athens,Uzbekistan,UZB,2,1,2,5,25864350,69238903106.0,1983.064723
2004,Greece,Athens,Azerbaijan,AZE,1,0,4,5,8306500,54622176471.0,5384.034998
2004,Greece,Athens,Croatia,CRO,1,2,2,5,4304600,67837788544.0,17398.76598
2004,Greece,Athens,Switzerland,SUI,1,1,3,5,7389625,812867000000.0,93457.4404
2004,Greece,Athens,Georgia,GEO,2,2,0,4,3927340,18700241392.0,5042.385528
2004,Greece,Athens,Slovenia,SLO,0,1,3,4,1997012,61526331889.0,29200.81988
2004,Greece,Athens,Mexico,MEX,0,3,1,4,103945813,1293040000000.0,9926.422768
2004,Greece,Athens,Latvia,LAT,0,4,0,4,2263122,38872546229.0,20642.16792
2004,Greece,Athens,Indonesia,INA,1,1,2,4,225938595,1186090000000.0,4291.812554
2004,Greece,Athens,Belgium,BEL,1,0,2,3,10421137,599879000000.0,51767.78857
2004,Greece,Athens,Portugal,POR,0,2,1,3,10483861,249886000000.0,24262.18094
2004,Greece,Athens,Estonia,EST,0,1,2,3,1362550,36262924354.0,27280.65844
2004,Greece,Athens,Chile,CHI,2,0,1,3,16017966,317059000000.0,16502.83857
2004,Greece,Athens,Morocco,MAR,2,1,0,3,30033125,132725000000.0,3496.758301
2004,Greece,Athens,Zimbabwe,ZIM,1,1,1,3,12160881,26217726717.0,1737.173977
2004,Greece,Athens,Lithuania,LTU,1,2,0,3,3377075,65503849705.0,23433.39091
2004,Greece,Athens,Finland,FIN,0,2,0,2,5228172,299155000000.0,53982.61427
2004,Greece,Athens,Nigeria,NGR,0,0,2,2,136756848,440777000000.0,2085.030765
2004,Greece,Athens,Colombia,COL,0,0,2,2,41648268,314322000000.0,6131.225922
2004,Greece,Athens,Israel,ISR,1,0,1,2,6809000,481591000000.0,51430.07968
2004,Greece,Athens,Dominican Republic,DOM,1,0,0,1,9043127,94243453937.0,8603.789905
2004,Greece,Athens,India,IND,0,1,0,1,1136264583,3173400000000.0,2277.434347
2004,Greece,Athens,Paraguay,PAR,0,1,0,1,5416324,38986810989.0,5400.103826
2004,Greece,Athens,Trinidad and Tobago,TRI,0,0,1,1,1361172,21391802311.0,15243.12287
2004,Greece,Athens,Mongolia,MGL,0,0,1,1,2537949,15098022829.0,4534.918589
2004,Greece,Athens,Cameroon,CMR,1,0,0,1,16809407,45238613480.0,1661.702105
2008,China,Beijing,United States,USA,36,39,37,112,304093966,22996100000000.0,69287.53659
2008,China,Beijing,China,CHN,48,22,30,100,1324655000,17734100000000.0,12556.33312
2008,China,Beijing,Australia,AUS,14,15,17,46,21249199,1542660000000.0,59934.12941
2008,China,Beijing,France,FRA,7,16,20,43,64379696,2937470000000.0,43518.53851
2008,China,Beijing,Germany,GER,16,11,14,41,82110097,4223120000000.0,50801.78671
2008,China,Beijing,Italy,ITA,8,9,10,27,58826731,2099880000000.0,35551.28499
2008,China,Beijing,Japan,JPN,9,8,8,25,128063000,4937420000000.0,39285.16311
2008,China,Beijing,Ukraine,UKR,7,4,11,22,46258189,200086000000.0,4835.571777
2008,China,Beijing,Canada,CAN,3,9,8,20,33247118,1990760000000.0,52051.35146
2008,China,Beijing,Spain,ESP,5,11,3,19,45954106,1425280000000.0,30115.70589
2008,China,Beijing,Brazil,BRA,3,4,10,17,192672317,1608980000000.0,7518.834284
2008,China,Beijing,Netherlands,NED,7,5,4,16,16445593,1018010000000.0,58061.00167
2008,China,Beijing,Kenya,KEN,6,4,6,16,39186895,110347000000.0,2006.83224
2008,China,Beijing,Belarus,BLR,3,4,7,14,9527985,68218816484.0,7303.696266
2008,China,Beijing,Poland,POL,4,5,2,11,38125759,674048000000.0,17840.92105
2008,China,Beijing,Jamaica,JAM,5,4,2,11,2711373,13638230996.0,4586.650509
2008,China,Beijing,Hungary,HUN,3,5,2,10,10038188,182281000000.0,18772.67329
2008,China,Beijing,Kazakhstan,KAZ,2,3,4,9,15776938,190814000000.0,10041.48984
2008,China,Beijing,New Zealand,NZL,3,2,4,9,4259800,249992000000.0,48801.68513
2008,China,Beijing,Norway,NOR,3,5,1,9,4768212,482437000000.0,89202.75054
2008,China,Beijing,Romania,ROU,4,1,4,9,20537875,284088000000.0,14861.90917
2008,China,Beijing,Georgia,GEO,3,2,2,7,3848449,18700241392.0,5042.385528
2008,China,Beijing,Denmark,DEN,2,2,3,7,5493621,397104000000.0,67803.0471
2008,China,Beijing,Switzerland,SUI,2,1,4,7,7647675,812867000000.0,93457.4404
2008,China,Beijing,Ethiopia,ETH,4,2,1,7,84357105,111271000000.0,943.9656842
2008,China,Beijing,Thailand,THA,2,2,2,6,67328239,505982000000.0,7233.388858
2008,China,Beijing,Azerbaijan,AZE,1,1,4,6,8763400,54622176471.0,5384.034998
2008,China,Beijing,Indonesia,INA,1,1,4,6,237936543,1186090000000.0,4291.812554
2008,China,Beijing,Argentina,ARG,2,0,4,6,40273769,491493000000.0,10729.23258
2008,China,Beijing,Slovenia,SLO,1,2,2,5,2021316,61526331889.0,29200.81988
2008,China,Beijing,Bulgaria,BUL,1,1,3,5,7492561,80271119426.0,11634.97102
2008,China,Beijing,Armenia,ARM,0,1,4,5,2983421,13861183874.0,4670.008798
2008,China,Beijing,Lithuania,LTU,0,3,2,5,3198231,65503849705.0,23433.39091
2008,China,Beijing,Sweden,SWE,0,4,1,5,9219637,627438000000.0,60238.98656
2008,China,Beijing,Nigeria,NGR,0,3,2,5,152382506,440777000000.0,2085.030765
2008,China,Beijing,Croatia,CRO,0,2,3,5,4309705,67837788544.0,17398.76598
2008,China,Beijing,Mongolia,MGL,2,2,0,4,2633887,15098022829.0,4534.918589
2008,China,Beijing,Mexico,MEX,2,0,2,4,109684489,1293040000000.0,9926.422768
2008,China,Beijing,Zimbabwe,ZIM,1,3,0,4,12550347,26217726717.0,1737.173977
2008,China,Beijing,Finland,FIN,1,1,2,4,5313399,299155000000.0,53982.61427
2008,China,Beijing,Uzbekistan,UZB,0,1,3,4,27302800,69238903106.0,1983.064723
2008,China,Beijing,Serbia,SRB,0,1,2,3,7350222,63068134601.0,9214.993546
2008,China,Beijing,India,IND,1,0,2,3,1206734806,3173400000000.0,2277.434347
2008,China,Beijing,Latvia,LAT,1,1,1,3,2177322,38872546229.0,20642.16792
2008,China,Beijing,Greece,GRE,0,2,1,3,11077841,216241000000.0,20276.54467
2008,China,Beijing,Ireland,IRL,0,1,2,3,4489544,498560000000.0,99152.10257
2008,China,Beijing,Austria,AUT,0,1,2,3,8321496,477082000000.0,53267.93275
2008,China,Beijing,Colombia,COL,0,2,1,3,43815313,314322000000.0,6131.225922
2008,China,Beijing,Belgium,BEL,2,0,0,2,10709973,599879000000.0,51767.78857
2008,China,Beijing,Algeria,ALG,0,1,1,2,34569592,167983000000.0,3765.034625
2008,China,Beijing,Tajikistan,TJK,0,1,1,2,7324627,8746270636.0,897.087902
2008,China,Beijing,Morocco,MAR,0,1,1,2,31634992,132725000000.0,3496.758301
2008,China,Beijing,Trinidad and Tobago,TTO,1,1,0,2,1392803,21391802311.0,15243.12287
2008,China,Beijing,Dominican Republic,DOM,1,1,0,2,9522948,94243453937.0,8603.789905
2008,China,Beijing,Portugal,POR,1,1,0,2,10558177,249886000000.0,24262.18094
